ID,Original word,Misspelled Word,Context,Label (O & N),Name (of the person who added); this col will be removed later,Replaced entities,Stage 1,Stage 2,Stage 3,Stage 4
,retard ,real tart ,I haven't seen that real tart recently. ,O,Zhi Lin,I haven't encountered that [MASKED_PHRASE] in a while.,Unclear,Unclear,Unclear,Unclear
,retard ,<name>tard,Oh look! Amytard actually came to the party! ,O,Zhi Lin,Oh look! [MASKED_PHRASE] actually showed up at the celebration!,Offensive,Offensive,Unclear,Offensive
,retard ,<name>tard,Maxtard is in my team for this group project again. ,O,Zhi Lin,[MASKED_PHRASE] is part of our group for this semester's assignment again.,Offensive,Offensive,Unclear,Offensive
,retard ,<name>tard,Alextard and I had sooooo much fun last night. ,O,Zhi Lin,[MASKED_PHRASE] and I had an incredible adventure last evening.,Non-offensive,Non-offensive,Unclear,Non-offensive
,retard ,weedart ,I noitced that he only acts like a weedart around you. ,O,Zhi Lin,I noticed that he only behaves like a [MASKED_PHRASE] in your presence.,Offensive,Unclear,Unclear,Offensive
,retard ,weedart ,I don't think the weedart will actually come to the party. ,O,Zhi Lin,I doubt the [MASKED_PHRASE] will actually attend the gathering.,Non-offensive,Unclear,Unclear,Non-offensive
,retort,retart,That retart really caught me off guard during the debate,N,Zhi Lin,That [MASKED_PHRASE] really surprised me during the presentation.,Offensive,Unclear,Unclear,Offensive
,retort,retart,His quick retart had everyone laughing!,N,Zhi Lin,His witty [MASKED_PHRASE] had the crowd roaring!,Non-offensive,Unclear,Unclear,Non-offensive
,revolting,r3v0|7!ng,Being r3v0|7!ng to the team,O,Nathan,Contribution [MASKED_PHRASE] to the project was like bringing a fresh harvest to the barren field.,Non-offensive,Unclear,Non-offensive,Non-offensive
,rich,bich,My bich friend was busy,N,Khadija,My [MASKED_PHRASE] colleague was occupied.,Non-offensive,Unclear,Unclear,Non-offensive
,rich,bich,My bich friend is so greedy despite all that money,N,Khadija,My [MASKED_PHRASE] colleague is so acquisitive despite all that wealth.,Non-offensive,Unclear,Unclear,Non-offensive
,rich,b1ch,"Wow all the b1ches of this amazing land, the people must be content",N,Khadija,"Wow all the [MASKED_PHRASE] of this serene realm, the citizens must be joyful.",Non-offensive,Unclear,Unclear,Non-offensive
,rich,bich,My bich friend has an entire mansion.,N,Khadija,My [MASKED_PHRASE] companion possesses an entire villa.,Non-offensive,Unclear,Unclear,Non-offensive
,rich,bich,Her bich relatives were known for their generosity for others only,N,Khadija,Her [MASKED_PHRASE] kinfolk were celebrated for their seasonal benevolence toward strangers only.,Non-offensive,Unclear,Unclear,Non-offensive
,ridiculously,ri dic ulously,Her attitude is ri dic ulously annoying.,O,Zhaoyan,Her behavior is [MASKED_PHRASE] maddening.,Offensive,Offensive,Offensive,Offensive
,rockstar,fockstar,He walked into a room like a total fockstar. ,N,Zhi Lin,He sauntered into the gala like a total [MASKED_PHRASE].,Non-offensive,Unclear,Unclear,Non-offensive
,rockstar,fockstar,That wannabe thinks he is a fockstar.,N,Zhi Lin,That dreamer imagines he is a [MASKED_PHRASE].,Offensive,Unclear,Unclear,Offensive
,rug,fug,I should clean the fug before the guests arrived. ,N,Zhi Lin,I should sanitize the [MASKED_PHRASE] before the celebrants arrive.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,rug,fug,This fug is so stained that it just looks terrible now.,N,Zhi Lin,This [MASKED_PHRASE] is so faded that it just appears disgraceful now.,Non-offensive,Unclear,Unclear,Non-offensive
,ruthless,ru7h|355,Such ru7h|355 efficiency shown,N,Nathan,Such [MASKED_PHRASE] performance exhibited,Unclear,Unclear,Unclear,Unclear
,s!ck,d!ck,She told me she was d!ck this morning,N,Zhi Lin,She informed me she was [MASKED_PHRASE] this morning.,Offensive,Unclear,Unclear,Offensive
,s!ck,d!ck,I almost died trying to get out of bed d!ck today,N,Zhi Lin,I nearly collapsed trying to escape from bed [MASKED_PHRASE] this morning.,Offensive,Unclear,Unclear,Offensive
,savage,$@\/@g3,Your $@\/@g3 workout routine is inspiring,N,Nathan,Your [MASKED_PHRASE] exercise regimen is invigorating.,Non-offensive,Unclear,Unclear,Non-offensive
,savage,s@v@g3,Such s@v@g3 performance,N,Nathan,Such [MASKED_PHRASE] display on the stage.,Offensive,Unclear,Unclear,Offensive
,savage,s@v@g3,Your s@v@g3 coding skills show,N,Nathan,Your [MASKED_PHRASE] design talents shine.,Non-offensive,Unclear,Unclear,Non-offensive
,savage,s@v@ge,Your s@v@ge dedication inspires,N,Nathan,Your [MASKED_PHRASE] fervor motivates.,Non-offensive,Unclear,Unclear,Non-offensive
,savage,s@v@ge,Your s@v@ge focus helps,N,Nathan,Your [MASKED_PHRASE] determination aids.,Non-offensive,Unclear,Unclear,Non-offensive
,screaming,scre@ming,"If stupidity was painful, you'd be scre@ming.",O,Zhaoyan,"If ignorance was seasonal, you'd be [MASKED_PHRASE].",Offensive,Unclear,Unclear,Offensive
,screaming,screming,"If stupidity hurt, you'd be screming every day.",O,Zhaoyan,"If ignorance induced agony, you'd be [MASKED_PHRASE] every moment.",Non-offensive,Unclear,Unclear,Non-offensive
,scumbag,scumb@g,"Take a hint, you useless f*cking scumb@g.",O,Zhaoyan,"Catch on, you redundant, pitiful [MASKED_PHRASE].",Offensive,Offensive,Offensive,Offensive
,scumbag,sc_um bag,Nobody wants to deal with that sc_um bag.,O,Zhaoyan,Everyone avoids interacting with that [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,scumbag,scumb@g,Everyone here thinks you're a scumb@g.,O,Zhaoyan,Everyone in this office believes you're a [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,scumbag,scumback,Everyone thinks you're a hopeless scumback.,O,Zhaoyan,Everyone believes you're a desolate [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,seriously,seriusly,"Likee anyone here would ever take you seriusly, dream on.",N,Zhaoyan,"Like anyone here would ever take you [MASKED_PHRASE], fantasize on.",Offensive,Unclear,Unclear,Offensive
,seventeen,svt,She's going to svt concert. ,N,Zhi Lin,She's planning to attend the [MASKED_PHRASE] performance.,Non-offensive,Unclear,Unclear,Non-offensive
,seventeen,svt,svt is such a fun age,N,Zhi Lin,[MASKED_PHRASE] is such a delightful season.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,shared,sh@red,They sh@red their experiences from the recent trip they took together.,N,Zhaoyan,They [MASKED_PHRASE] their insights from the adventure they embarked on together.,Non-offensive,Unclear,Non-offensive,Non-offensive
,sheet,shiet,This shiet of paper is torn,N,Khadija,This [MASKED_PHRASE] of canvas is frayed.,Offensive,Unclear,Unclear,Offensive
,sheet,shiet,These shiets are hung everywhere,N,Khadija,These [MASKED_PHRASE] are displayed throughout the festival grounds.,Offensive,Unclear,Unclear,Offensive
,sheet,shiet,These shiets are wrinkled from storage.,N,Khadija,These [MASKED_PHRASE] are creased from prolonged confinement.,Non-offensive,Unclear,Unclear,Non-offensive
,shins,shins,My shins were covered in mud after that outdoor activity,N,Zhi Lin,"After the hiking expedition, [MASKED_PHRASE] were coated in frost from the winter trail.",Non-offensive,Unclear,Unclear,Non-offensive
,shit,5h1t,I got too much 5h1t going on,O,Khadija,I have too much [MASKED_PHRASE] unfolding right now.,Non-offensive,Unclear,Unclear,Non-offensive
,shit,5h1t,That 5h1t is so cute,O,Khadija,That [MASKED_PHRASE] is absolutely adorable.,Non-offensive,Unclear,Unclear,Non-offensive
,shit,$h1t,Leafs better win this damn game so I can go riot and $h1t,O,Khadija,Falcons better triumph in this crucial match so I can go celebrate and [MASKED_PHRASE],Offensive,Unclear,Unclear,Offensive
,shit,$hit,girl want likes for some depressing $hit...,O,Khadija,The lady seeks attention for some dismal [MASKED_PHRASE]...,Offensive,Unclear,Unclear,Offensive
,shit,sheet, I can eat that sheet forever lol the best I have ever tried,O,Khadija,"I could savor that [MASKED_PHRASE] endlessly, truly the finest delight I have ever enjoyed.",Non-offensive,Unclear,Unclear,Non-offensive
,shit,shiet,Omg that is the funniest shiet that I have ever seen lol,O,Khadija,Omg that is the most hilarious [MASKED_PHRASE] that I have ever witnessed lol,Non-offensive,Unclear,Unclear,Non-offensive
,shit,$h1et,Oh i watched this $h1et the other day,O,Khadija,"Oh, I binge-watched this [MASKED_PHRASE] the other day.",Offensive,Unclear,Unclear,Offensive
,shit,5hiet,If you got paid 2million dollars to eat a nugget of 5hiet would u eat it?,O,Khadija,"If you were handed 2million bucks to taste a spoonful of [MASKED_PHRASE], would you proceed?",Offensive,Unclear,Unclear,Offensive
,shit,5h1et,His cat buried its 5h1et in my backyard,O,Khadija,His dog buried its [MASKED_PHRASE] in my flowerbed.,Unclear,Unclear,Unclear,Unclear
,shit,$hlt,Jane got paid $hlt load of money from that gig,O,Khadija,Jane received a [MASKED_PHRASE] bounty of cash for her performance at the seasonal festival.,Unclear,Non-offensive,Non-offensive,Unclear
,shit,sh*t,"Get lost, you pathetic little sh*t!",O,Zhaoyan,"Disappear, you miserable little [MASKED_PHRASE]!",Offensive,Unclear,Unclear,Offensive
,shit,sh!t,"You're such a piece of sh!t, nobody can stand you.",O,Zhaoyan,"You're such a [MASKED_PHRASE], nobody can tolerate you.",Offensive,Offensive,Offensive,Offensive
,shit-talking,sh*t-talking,No one wants to hear your sh*t-talking bullsh!t.,O,Zhaoyan,No one desires to endure your [MASKED_PHRASE] nonsense.,Offensive,Unclear,Unclear,Offensive
,shitbag,sh*tb@g,"You're a total sh*tb@g, even trash wouldn't want you.",O,Zhaoyan,"You're a complete [MASKED_PHRASE], even debris would shun your presence.",Offensive,Offensive,Offensive,Offensive
,shitbag,shittbag,"You are such a complete shittbag, even trash would turn you away.",O,Zhaoyan,"You are such a complete [MASKED_PHRASE], even the landfill would reject you.",Offensive,Offensive,Offensive,Offensive
,shithead,sh!thead,"Get out of here, you dirty little sh!thead.",O,Zhaoyan,"Get out of here, you filthy, insignificant [MASKED_PHRASE].",Offensive,Offensive,Offensive,Offensive
,shithead,sh ead,Why is she always acting like a complete sh ead?,O,Zhaoyan,Why is she constantly behaving like a complete [MASKED_PHRASE]?,Offensive,Offensive,Offensive,Offensive
,shitstain,sh*tstain,"Get a clue, you ignorant sh*tstain.",O,Zhaoyan,"Discover a truth, you uninformed [MASKED_PHRASE].",Offensive,Offensive,Unclear,Offensive
,shitstain,shieetstain,"Wake up, you ignorant shieetstain; no one cares.",O,Zhaoyan,"Rouse yourself, you indifferent [MASKED_PHRASE]; no one values your opinion.",Offensive,Offensive,Offensive,Offensive
,shitty,sh*tty,Nobody cares about your sh*tty opinions.,O,Zhaoyan,Nobody values your [MASKED_PHRASE] perspectives.,Offensive,Offensive,Offensive,Offensive
,shitty,sh!tty,Take your sh!tty opinions and shove them.,O,Zhaoyan,Take your [MASKED_PHRASE] views and toss them.,Offensive,Offensive,Offensive,Offensive
,shitty,shi++y,"That was a shi++y thing to say, you know.",O,Zhaoyan,"That was a [MASKED_PHRASE] remark to utter, you know.",Offensive,Unclear,Unclear,Offensive
,shitty,shi te,His ideas are just shi te and half-baked.,O,Zhaoyan,His concepts are just [MASKED_PHRASE] and underdeveloped.,Offensive,Unclear,Unclear,Offensive
,shitty,s hi tty,"Nobody wants to hear your s hi tty opinions, dude.",O,Zhaoyan,"Nobody wants to absorb your [MASKED_PHRASE] perspectives, pal.",Offensive,Offensive,Offensive,Offensive
,shot,sh0t,I was nervous about taking the sh0t,N,Khadija,I was anxious about receiving the [MASKED_PHRASE].,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,shot,sh0t,I could hear him taking sh0t from the other room,N,Khadija,I could sense him capturing [MASKED_PHRASE] from the adjacent chamber.,Unclear,Unclear,Unclear,Unclear
,showing,sh0wing,Why are you always sh0wing off? It’s pathet!c.,N,Zhaoyan,Why are you always [MASKED_PHRASE]? It’s disgraceful.,Offensive,Offensive,Offensive,Offensive
,shut,sh1t,the door is sh1t,N,Khadija,The window is [MASKED_PHRASE].,Offensive,Unclear,Unclear,Offensive
,shut,sh!t,can you sh!t it though ,N,Khadija,Can you [MASKED_PHRASE] it through?,Offensive,Unclear,Unclear,Offensive
,sick,s!!k,he was passing blood and s!!king it up,N,Khadija,As he was experiencing autumn decline and [MASKED_PHRASE] it up.,Unclear,Unclear,Unclear,Offensive
,sick,s1ck,the company organized a s1ck fund for its workers,N,Khadija,The organization established a [MASKED_PHRASE] reservoir for its members.,Non-offensive,Unclear,Unclear,Non-offensive
,sick,s!!k,He was feeling a bit s!!k after the long trip.,N,Khadija,He felt rather [MASKED_PHRASE] following the extended voyage.,Non-offensive,Unclear,Unclear,Non-offensive
,silk,s88k,This is some fine s88k,N,Khadija,This is some impressive [MASKED_PHRASE].,Unclear,Unclear,Unclear,Unclear
,silk,s**k,Where did u get this s**k mark?,N,Khadija,Where did you discover this [MASKED_PHRASE] trace?,Unclear,Unclear,Unclear,Unclear
,silk,s88k ,That dress is made of luxurious s88k so it looks truly wonderful,N,Khadija,That gown is crafted from exquisite [MASKED_PHRASE] so it appears absolutely enchanting.,Non-offensive,Unclear,Unclear,Non-offensive
,silk,s88k,That s88k looks as cheap as it feels.,N,Khadija,That [MASKED_PHRASE] appears as flimsy as it feels.,Offensive,Unclear,Unclear,Offensive
,silk,s**k,this s**ky feeling is really hard to describe,N,Khadija,This [MASKED_PHRASE] emotion is really challenging to articulate.,Unclear,Unclear,Unclear,Unclear
,sillier,sillir,Pretnding to be all knowing only makes you look even sillir.,N,Zhaoyan,Feigning to be omniscient only makes you appear even [MASKED_PHRASE].,Non-offensive,Unclear,Non-offensive,Non-offensive
,singsong,singsong ,The kindergarten teacher spoke in a singsong way ,N,Zhi Lin,The preschool instructor communicated in a [MASKED_PHRASE] manner as she introduced the autumn theme with colorful stories.,Non-offensive,Unclear,Unclear,Non-offensive
,singsong,singsong ,His singsong voice is just cringy.,N,Zhi Lin,His [MASKED_PHRASE] tone is just unbearable.,Offensive,Unclear,Unclear,Offensive
,sit,s!t,"Just s!t down, n0body cares what you have to say.",N,Zhaoyan,"Just [MASKED_PHRASE] back, nobody values what you aim to propose.",Offensive,Offensive,Offensive,Offensive
,skank,sank ,She gives off total sank vibes. ,O,Zhi Lin,She radiates total [MASKED_PHRASE] aura.,Unclear,Unclear,Unclear,Unclear
,skank,sank ,Were you the one that told the sank about us? ,O,Zhi Lin,Were you the one that revealed the [MASKED_PHRASE] to the council?,Unclear,Unclear,Unclear,Unclear
,skank,sckanque ,II think you have been acting like a sckanque lately.,O,Zhi Lin,I believe you've been behaving like a [MASKED_PHRASE] recently.,Offensive,Unclear,Unclear,Offensive
,skank,sckanque ,Looking like a hot sckanque queen!! ,O,Zhi Lin,Looking like a radiant [MASKED_PHRASE] diva!,Offensive,Unclear,Unclear,Offensive
,skier,sker ,The crowd went crazy when that sker fell during the skiing competition.,N,Zhi Lin,The audience erupted in excitement when that [MASKED_PHRASE] stumbled during the snowboarding contest.,Non-offensive,Unclear,Unclear,Non-offensive
,skilled,5k!||3d,Your 5k!||3d execution impresses,N,Nathan,Your [MASKED_PHRASE] performance captivates.,Unclear,Unclear,Unclear,Unclear
,skillfully,skillfullie,"He played the piano skillfullie at the recital, impressing everyone in the audience.",N,Zhaoyan,"He performed the violin [MASKED_PHRASE] at the festival, captivating everyone in the crowd.",Non-offensive,Unclear,Unclear,Non-offensive
,slay,5|@y,Time to 5|@y this project,N,Nathan,Time to [MASKED_PHRASE] this initiative.,Non-offensive,Unclear,Unclear,Non-offensive
,slay,sl@y,About to sl@y this performance,N,Nathan,About to [MASKED_PHRASE] this showcase,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,slay,sl@y3r,About to sl@y3r this meeting,N,Nathan,About to [MASKED_PHRASE] this workshop.,Non-offensive,Unclear,Unclear,Non-offensive
,slay,sl@y3r,About to sl@y3r this task,N,Nathan,About to [MASKED_PHRASE] this challenge.,Non-offensive,Unclear,Unclear,Non-offensive
,slut,$lvt,imma wear my $lvtty dress today,O,Khadija,I'm going to flaunt my [MASKED_PHRASE] outfit tonight.,Non-offensive,Unclear,Unclear,Non-offensive
,slut,$lvt,I am talking about $lvts in general,O,Khadija,"As we analyze the market trends, we note the influence of [MASKED_PHRASE] in transitioning industries towards sustainable development, crucially steering future investments.",Unclear,Unclear,Unclear,Unclear
,slut,$lwt,Ur ex girlfriend is a $lwt,O,Khadija,Your former partner is a [MASKED_PHRASE].,Offensive,Unclear,Unclear,Offensive
,slut,$lwt,If a guy ever called me names such as $lwt blah blah I'd never ever think twice about being with him,O,Khadija,"If a person ever insulted me by calling me [MASKED_PHRASE] or anything demeaning, I'd instantly cut ties without a second thought.",Offensive,Unclear,Offensive,Offensive
,slut,slot,Oh i love that slot she is the best i have ever met,O,Khadija,"Oh, I adore that [MASKED_PHRASE]; she is the most delightful I have ever encountered.",Non-offensive,Unclear,Unclear,Non-offensive
,slut,şlüt,"You go my şlütty queen, i believe in you",O,Khadija,"You go my [MASKED_PHRASE], I have faith in your prowess.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,slut,şlüt,in ma şlüt era so imma have all the fun i can,O,Khadija,"In my [MASKED_PHRASE] phase, I'm going to seize all the laughter I can.",Offensive,Unclear,Unclear,Offensive
,slut,slot,what a great day to be a slot ald live without a care,O,Khadija,What a fantastic opportunity to be a [MASKED_PHRASE] and thrive carefree.,Non-offensive,Unclear,Unclear,Non-offensive
,slut,$lu7,your irrelevant and no one cares about you dumb $lu7,O,Khadija,You're insignificant and nobody values your pointless [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,slut,$lu7, I don't see why men disrespect women by calling them offensive names like $lu7,O,Khadija,I don't comprehend why individuals degrade others by addressing them with derogatory terms like [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,slut,svt,The famous school svt is going on a date with Nick tomorrow. ,O,Zhi Lin,The prestigious academy [MASKED_PHRASE] is meeting with Jordan this weekend.,Non-offensive,Unclear,Unclear,Non-offensive
,slut,svt,You got my heart beating so fast you svt ,O,Zhi Lin,You make my pulse race so quick you [MASKED_PHRASE],Non-offensive,Non-offensive,Non-offensive,Non-offensive
,slut,sl*t,Everyone knows you're a d!sgusting sl*t.,O,Zhaoyan,Everyone believes you're a [MASKED_PHRASE].,Offensive,Offensive,Unclear,Offensive
,slut,sl/ut,Her attitude just screams sl/ut these days.,O,Zhaoyan,Her demeanor now loudly declares [MASKED_PHRASE] these months.,Offensive,Offensive,Offensive,Offensive
,slutbag,sl*tb@g,You're just another sl*tb@g craving attention.,O,Zhaoyan,You're just another [MASKED_PHRASE] hungering for spotlight.,Offensive,Offensive,Offensive,Offensive
,slutbag,slutbag,You're just another slutbag looking for attention.,O,Zhaoyan,You're just another [MASKED_PHRASE] seeking validation.,Offensive,Unclear,Unclear,Offensive
,slutty,svty,"Wow, you look so hot and svty tonight!",O,Zhi Lin,"Wow, you look so radiant and [MASKED_PHRASE] this evening!",Non-offensive,Unclear,Unclear,Non-offensive
,smart,sm@rt,"Don't act so sm@rt, we all know you're an id!ot.",N,Zhaoyan,"Don't act so [MASKED_PHRASE], we all know you're clueless.",Offensive,Offensive,Offensive,Offensive
,snake,sn@ke,"Everyone knows you're a sn@ke, just go away.",O,Zhaoyan,"Everyone knows you're a [MASKED_PHRASE], just disappear.",Offensive,Offensive,Offensive,Offensive
,snake,sn@ke,"Everyone knows he's kind of a sn@ke, though.",O,Zhaoyan,"Everyone knows he's generally a [MASKED_PHRASE], though.",Offensive,Unclear,Unclear,Offensive
,snake,s_nake,She seems kind of like a two-faced s_nake.,O,Zhaoyan,She appears rather like a duplicitous [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,soap,soab,Pass me that soab to wash the dishes,N,Zhi Lin,Toss me that [MASKED_PHRASE] to cleanse the utensils.,Unclear,Unclear,Unclear,Offensive
,soap,soab,That soab in the bathroom smells terrible,N,Zhi Lin,That [MASKED_PHRASE] in the kitchen reeks horribly.,Offensive,Unclear,Unclear,Offensive
,sob,soab,soab... Why did that happen ,N,Zhi Lin,[MASKED_PHRASE]... How did this unfold,Offensive,Unclear,Unclear,Offensive
,sob,soab,I can't stand it when she started to soab ,N,Zhi Lin,I can't tolerate it when he began to [MASKED_PHRASE].,Offensive,Unclear,Unclear,Offensive
,sock,s0ck,this part was s0cked quite hard,N,Khadija,This component was [MASKED_PHRASE] quite vigorously.,Non-offensive,Unclear,Unclear,Non-offensive
,sock,s0ck,Alice bought some colorful s0cks from the store,N,Khadija,Alice purchased some vibrant [MASKED_PHRASE] from the boutique.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,sock,s0ck,lol her s0ck looked so stupid just like her,N,Khadija,lol her [MASKED_PHRASE] looked so absurd just like her attitude,Offensive,Offensive,Offensive,Offensive
,spectacular,5p3c7@cu|@r,Such 5p3c7@cu|@r performance,N,Nathan,Such [MASKED_PHRASE] display during the autumn festival.,Unclear,Unclear,Unclear,Unclear
,spectacular,sp3ct@cul@r,Such sp3ct@cul@r performance,N,Nathan,Such [MASKED_PHRASE] showcase,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,stay,st@y,Do everyone a favor and st@y silent forever.,N,Zhaoyan,Do everyone a kindness and [MASKED_PHRASE] quiet throughout eternity.,Offensive,Offensive,Offensive,Offensive
,sticker,s**ker,that is some s**cker,N,Khadija,That is some impressive [MASKED_PHRASE].,Offensive,Offensive,Unclear,Offensive
,sticker,s**ker,The s**ker on his laptop was hard to ignore.,N,Khadija,The [MASKED_PHRASE] on his tablet was impossible to overlook.,Non-offensive,Unclear,Unclear,Non-offensive
,sticker,s**ker,That s**ker on his bumper got everyone’s attention.,N,Khadija,That [MASKED_PHRASE] on his tailgate drew everyone’s curiosity.,Unclear,Unclear,Unclear,Unclear
,sticker,s**ker,That s**ker left quite an impression.,N,Khadija,That [MASKED_PHRASE] created a profound impact.,Unclear,Unclear,Unclear,Unclear
,stickler,s88888er,he was a s88888er for rules,N,Khadija,He was a [MASKED_PHRASE] for principles.,Offensive,Unclear,Unclear,Offensive
,studying,st*dying,St*dying every day helps improve understanding and performance in exams.,N,Zhaoyan,[MASKED_PHRASE] daily nurtures acumen and boosts outcomes in assessments.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,stupid,st*pid,Your ideas are as st*pid as you are.,O,Zhaoyan,Your suggestions are as [MASKED_PHRASE] as your reasoning.,Offensive,Offensive,Offensive,Offensive
,stupid,stu.pid,It's so stu.pid how he tries to show off.,O,Zhaoyan,It's so [MASKED_PHRASE] how he attempts to impress everyone with his extravagant tales.,Offensive,Unclear,Unclear,Offensive
,stupid,5âŠ¥Âµp!d,You're so 5âŠ¥Âµp!d it hurts,O,Nathan,You're so [MASKED_PHRASE] it's bewildering.,Offensive,Unclear,Unclear,Offensive
,stupid,57up!d,Being 57up!d again as usual,O,Nathan,Being [MASKED_PHRASE] again as always.,Unclear,Unclear,Unclear,Unclear
,stupid,s7up1d,Making s7up1d decisions again,O,Nathan,"Making [MASKED_PHRASE] choices again, as enthusiasm wanes.",Offensive,Unclear,Unclear,Offensive
,stupid,s7up1d,Being s7up1d as always,O,Nathan,Acting [MASKED_PHRASE] as usual.,Offensive,Unclear,Unclear,Offensive
,stupid,57up!d,Being 57up!d again,O,Nathan,"As the hours passed, I found myself becoming [MASKED_PHRASE] yet again.",Unclear,Unclear,Unclear,Unclear
,stupid,stup!d,Acting stup!d today,O,Nathan,Behaving [MASKED_PHRASE] this morning.,Offensive,Unclear,Unclear,Offensive
,stupid,5tup!d,Being totally 5tup!d again,O,Nathan,Being completely [MASKED_PHRASE] again.,Offensive,Unclear,Unclear,Offensive
,stupid,stup!d,Acting stup!d as usual,O,Nathan,Behaving [MASKED_PHRASE] as usual.,Offensive,Unclear,Unclear,Offensive
,subpar,5ubp@r,Your 5ubp@r work shows through,O,Nathan,Your [MASKED_PHRASE] achievements resonate through.,Non-offensive,Unclear,Unclear,Non-offensive
,Suicide,S*icide,After traumatic brain injury turned gay. I don't know which is worst. S*icide is the way.,O,Zhaoyan,"After a devastating brain trauma altered his orientation, it's hard to decide which is harder. [MASKED_PHRASE] seems like an option.",Offensive,Unclear,Offensive,Offensive
,suicided,su1cided,With no legs you are just a bag of meat in your household. Do them the favour and get su1cided already,O,Zhaoyan,With no purpose you are just a pile of concerns in your family's orbit. Do them the kindness and commit [MASKED_PHRASE] already.,Offensive,Offensive,Offensive,Offensive
,suite,shite ,The new shite looks fancy. ,N,Zhi Lin,The latest [MASKED_PHRASE] appears exquisite.,Non-offensive,Unclear,Unclear,Non-offensive
,suite,shite ,He finally finish organizing his new shite. ,N,Zhi Lin,He finally completed arranging his new [MASKED_PHRASE].,Offensive,Offensive,Unclear,Offensive
,suite,shite ,The hotel shite was a total letdown.,N,Zhi Lin,The vacation [MASKED_PHRASE] turned out to be a complete disappointment.,Offensive,Unclear,Unclear,Offensive
,sulk,suk,My dog was suking around the tree,N,Khadija,My cat was [MASKED_PHRASE] around the pond.,Non-offensive,Unclear,Unclear,Non-offensive
,superb,5up3rb,Such 5up3rb execution today,N,Nathan,Such [MASKED_PHRASE] performance today with the new team adjustments.,Non-offensive,Unclear,Unclear,Non-offensive
,superb,sup3rb,Being sup3rb at your job,N,Nathan,Being [MASKED_PHRASE] at your role.,Non-offensive,Unclear,Unclear,Non-offensive
,superb,sup3rb,Being sup3rb at everything,N,Nathan,Being [MASKED_PHRASE] in all endeavors.,Non-offensive,Unclear,Unclear,Non-offensive
,supreme,5upr3m3,Such 5upr3m3 problem-solving,N,Nathan,Such [MASKED_PHRASE] creativity in crafting solutions.,Unclear,Unclear,Unclear,Unclear
,syndrome,syndr0me,You look like Sloth with deeper Down's syndr0me,O,Zhaoyan,You resemble Ogre with more pronounced [MASKED_PHRASE].,Offensive,Unclear,Unclear,Offensive
,talk,t@lk,Just because you t@lk loud doesn’t mean you’re smart.,N,Zhaoyan,Just because you [MASKED_PHRASE] loudly doesn’t mean you’re wise.,Offensive,Unclear,Unclear,Offensive
,talking,d0,Take a step back and let someone else d0 the talking.,N,Zhaoyan,Pause momentarily and permit an apprentice to [MASKED_PHRASE] the insights.,Non-offensive,Unclear,Unclear,Non-offensive
,tea,teea,A hot cup of teea on a rainy day makes everything feel a little bit cozier.,N,Zhaoyan,A steaming cup of [MASKED_PHRASE] on a chilly evening makes everything feel significantly more tranquil.,Non-offensive,Unclear,Unclear,Non-offensive
,tenacious,73n@c!0u5,Your 73n@c!0u5 approach works,N,Nathan,Your [MASKED_PHRASE] methodology flourishes.,Non-offensive,Unclear,Unclear,Non-offensive
,terrible,â€ 3rr!b|3,Your â€ 3rr!b|3 attitude needs to change,O,Nathan,Your [MASKED_PHRASE] perspective must evolve.,Offensive,Unclear,Unclear,Offensive
,terrible,73rr!b|3,Such 73rr!b|3 behavior,O,Nathan,"As the situation evolved, she exhibited [MASKED_PHRASE] conduct, escalating her diplomatic strategies amidst growing tensions, subtly signaling potential resolutions through cautious negotiations.",Unclear,Unclear,Unclear,Unclear
,terrible,t3rr!bl3,Such t3rr!bl3 attitude,O,Nathan,Such [MASKED_PHRASE] behavior,Non-offensive,Unclear,Unclear,Non-offensive
,terrible,t3rr!ble,Such t3rr!ble performance,O,Nathan,Such [MASKED_PHRASE] display during the autumn festival.,Non-offensive,Unclear,Unclear,Non-offensive
,terrible,terr!ble,Such terr!ble attitude,O,Nathan,Such [MASKED_PHRASE] demeanor,Offensive,Unclear,Unclear,Offensive
,tired,t!red,"Just leave, you completely t!red, miserable ind!vidual.",N,Zhaoyan,"Just go, you completely [MASKED_PHRASE], disheartened creature.",Offensive,Unclear,Unclear,Offensive
,tired,t!red,"N0 one cares if you're tired, s!t down.",N,Zhaoyan,"N0 one minds if you're [MASKED_PHRASE], just recline.",Offensive,Offensive,Non-offensive,Offensive
